"id","year","cntry","income","loginc","weights","Father_Edu","Mother_Edu","Sex","Birth_Area","Religion"
8762,2011,"NPL",1367.77987946986,10.1947723024877,991.027648925781,2,1,1,8,1
8763,2011,"NPL",1625.10546311198,10.3671928538649,990.807556152344,1,1,1,8,1
8764,2011,"NPL",636.617842673401,9.42701595256581,991.027709960938,2,1,0,8,1
8765,2011,"NPL",612.606000680293,9.40344359235958,990.8076171875,2,1,1,8,1
8766,2011,"NPL",1211.16960477941,10.0598386399917,991.027709960938,3,1,0,8,1
8767,2011,"NPL",1413.99185540337,10.1931056607776,990.807556152344,2,1,0,8,1
8768,2011,"NPL",971.069805683875,9.85765301619233,990.8076171875,1,1,0,8,1
8769,2011,"NPL",806.666711275916,9.65702809129668,990.8076171875,1,1,0,8,1
8770,2011,"NPL",1633.25556087746,10.382112234368,991.027648925781,2,1,1,8,1
8771,2011,"NPL",425.989175922653,9.04011240934203,991.027648925781,1,1,1,8,1
8772,2011,"NPL",1756.00478421715,10.444661359519,594.671020507812,2,1,0,8,1
8773,2011,"NPL",1089.13687663566,9.98445294095498,990.807556152344,1,1,0,8,1
8774,2011,"NPL",490.072561702361,9.18781099016259,990.807556152344,1,1,1,8,1
8775,2011,"NPL",1244.66625929017,10.0500299055895,991.027648925781,1,1,0,8,1
8776,2011,"NPL",1354.23316960664,10.1947723024877,991.027648925781,2,1,0,8,1
8777,2011,"NPL",296.981363547038,8.65783179382941,991.027648925781,1,1,0,8,1
8778,2011,"NPL",1304.26355835243,10.0598386399917,991.027709960938,1,1,1,8,1
8779,2011,"NPL",7019.06980472133,11.8401676376505,990.807556152344,2,2,0,8,1
8780,2011,"NPL",684.51427498161,9.51615534760495,990.807556152344,1,1,0,8,1
8781,2011,"NPL",612.931712096435,9.38241593620979,990.807556152344,1,1,0,8,1
8782,2011,"NPL",4540.58059316046,11.3883802459968,1261.67126464844,1,1,0,8,1
8783,2011,"NPL",1041.53154830826,9.91260995746016,963.453857421875,1,1,0,8,1
8784,2011,"NPL",1338.93488348939,10.1931056607776,990.807556152344,1,1,0,8,1
8785,2011,"NPL",1408.94620789068,10.2298206993625,709.344116210938,1,1,1,8,1
8786,2011,"NPL",2575.29296706384,10.8459044041836,990.807556152344,1,1,0,8,1
8787,2011,"NPL",778.730972714974,9.6450910758647,991.027709960938,1,1,0,8,1
8788,2011,"NPL",2404.53996399277,10.7783754878564,963.667907714844,1,1,1,8,1
8789,2011,"NPL",17516.2700598284,12.7546412497639,436.725860595703,2,2,0,8,1
8790,2011,"NPL",187.901381194149,8.04361765584573,908.078552246094,1,1,0,8,1
8791,2011,"NPL",960.453701309647,9.85765301619233,990.8076171875,4,1,1,8,1
8792,2011,"NPL",1160.44092453861,10.0500299055895,991.027648925781,1,1,1,8,1
8793,2011,"NPL",6973.83382950039,11.8401676376505,990.807556152344,2,2,1,8,1
8794,2011,"NPL",1392.01631817061,10.2298206993625,709.344116210938,1,1,0,8,1
8795,2011,"NPL",1120.91901867998,9.99576904104336,990.8076171875,2,1,1,8,1
8796,2011,"NPL",789.465190944181,9.61950594540703,991.027709960938,1,1,1,8,1
8797,2011,"NPL",740.463935984977,9.59945322986914,991.027709960938,1,1,1,8,1
8798,2011,"NPL",123.975338954234,7.81140704772374,991.027648925781,2,1,1,8,1
8799,2011,"NPL",571.34278424833,9.33822162322606,991.027648925781,1,1,0,8,1
8800,2011,"NPL",634.36477252132,9.38653400696629,990.807556152344,1,1,0,8,1
8801,2011,"NPL",613.341421173396,9.38653400696629,990.807556152344,2,1,0,8,1
8802,2011,"NPL",434.400524190798,9.0652913566189,991.027648925781,1,1,1,8,1
8803,2011,"NPL",796.775032527443,9.61950594540703,991.027709960938,1,1,0,8,1
8804,2011,"NPL",1950.62229261032,10.5497318491364,990.807556152344,1,1,0,8,1
8805,2011,"NPL",266.397639342533,8.57717590124061,990.807556152344,1,1,1,8,1
8806,2011,"NPL",851.990069214656,9.73782210875243,991.027648925781,1,1,0,8,1
8807,2011,"NPL",769.625555760361,9.63332954452182,991.027709960938,1,1,0,8,1
8808,2011,"NPL",3854.8426451681,11.242783938818,990.807556152344,2,1,0,8,1
8809,2011,"NPL",15551.9542402096,12.5753487817762,456.422241210938,1,1,1,8,1
8810,2011,"NPL",404.715934470971,8.99536172424084,991.027709960938,1,1,0,8,1
8811,2011,"NPL",6869.14207508821,11.8140178632194,963.667907714844,2,1,1,8,1
8812,2011,"NPL",423.556216911324,8.90622169974304,991.027587890625,1,1,1,8,1
8813,2011,"NPL",787.153650489721,9.6450910758647,991.027709960938,2,1,0,8,1
8814,2011,"NPL",1618.97232809325,10.2619683899356,963.453857421875,1,1,1,8,1
8815,2011,"NPL",423.556216911324,8.90622169974304,991.027587890625,1,1,0,8,1
8816,2011,"NPL",733.190261565812,9.58765247162182,990.8076171875,1,1,1,8,1
8817,2011,"NPL",2190.86022408301,10.6402555302029,990.8076171875,1,1,0,8,1
8818,2011,"NPL",625.204781871153,9.42701595256581,991.027709960938,1,1,1,8,1
8819,2011,"NPL",668.230413692538,9.33822162322606,991.027648925781,1,1,1,8,1
8820,2011,"NPL",329.944364331122,8.79175561307741,990.807556152344,1,1,0,8,1
8821,2011,"NPL",605.314601525958,9.38241593620979,990.807556152344,1,1,1,8,1
8822,2011,"NPL",1746.69418030967,10.413630443293,456.523651123047,2,1,1,8,1
8823,2011,"NPL",1208.95455593908,10.0500299055895,991.027648925781,2,2,0,8,1
8824,2011,"NPL",743.21462134858,9.58765247162182,990.8076171875,1,1,0,8,1
8825,2011,"NPL",436.841205116662,9.0652913566189,991.027648925781,1,1,0,8,1
8826,2011,"NPL",823.372710524539,9.65702809129668,990.8076171875,1,1,1,8,1
8827,2011,"NPL",2425.22942662694,10.7752788431068,963.667846679688,2,1,1,8,1
8828,2011,"NPL",2414.96188258875,10.7783754878564,963.667907714844,1,1,0,8,1
8829,2011,"NPL",682.599367428019,9.51615534760495,990.807556152344,1,1,1,8,1
8830,2011,"NPL",1220.93600450814,10.0598386399917,991.027709960938,1,1,0,8,1
